t             dt        Er         epsilon    n0         n1         n2         n3         n4         n5         ElasLoss   R0         R1         R2         R3         R4         R5         R6         R7         V1         V2         V4         I1         Ic1         I2         Ic2         I4         Ic4         Q1         Q2         Q4         P0         
3.909212E-005 2E-008    1.73       4.36       1.25E+013  2.69E+012  2.33E+014  3.62E+015  9.09E+017  3.98E+012  300        8.74E+018  1.01E+017  1.58E+017  1.05E+021  1.07E+021  2.49E+021  7.85E+015  6.23E+015  0          -20        0          -1.25E-007 -2.85E-008 3.58E-007  4.32E-007  -2.3E-007  0          3.07E-011  -6.89E-012 5.35E-011  3.36E-006  
3.929212E-005 2E-008    1.73       4.36       1.21E+013  2.6E+012   2.26E+014  3.53E+015  8.95E+017  3.85E+012  290        8.51E+018  9.62E+016  1.54E+017  1.02E+021  1.04E+021  2.42E+021  7.45E+015  6.04E+015  0          -20        0          -1.22E-007 -2.76E-008 3.49E-007  4.23E-007  -2.25E-007 0          3.07E-011  -6.87E-012 5.35E-011  3.28E-006  
3.949212E-005 2E-008    1.73       4.35       1.17E+013  2.51E+012  2.19E+014  3.43E+015  8.8E+017   3.73E+012  281        8.29E+018  9.16E+016  1.5E+017   9.85E+020  1E+021     2.34E+021  7.07E+015  5.86E+015  0          -20        0          -1.19E-007 -2.67E-008 3.41E-007  4.14E-007  -2.2E-007  0          3.07E-011  -6.86E-012 5.36E-011  3.19E-006  
3.969212E-005 2E-008    1.73       4.35       1.13E+013  2.42E+012  2.12E+014  3.34E+015  8.66E+017  3.61E+012  272        8.07E+018  8.72E+016  1.46E+017  9.54E+020  9.72E+020  2.27E+021  6.7E+015   5.68E+015  0          -20        0          -1.16E-007 -2.59E-008 3.34E-007  4.05E-007  -2.15E-007 0          3.07E-011  -6.84E-012 5.36E-011  3.11E-006  
3.989212E-005 2E-008    1.73       4.35       1.1E+013   2.34E+012  2.06E+014  3.26E+015  8.53E+017  3.5E+012   263        7.86E+018  8.3E+016   1.43E+017  9.25E+020  9.42E+020  2.2E+021   6.36E+015  5.5E+015   0          -20        0          -1.13E-007 -2.5E-008  3.26E-007  3.96E-007  -2.11E-007 0          3.08E-011  -6.83E-012 5.37E-011  3.03E-006  
4E-005        8.82E-013 4.85       4.35       1.07E+013  2.28E+012  2.02E+014  3.21E+015  8.45E+017  3.43E+012  256        7.84E+018  8.04E+016  1.52E+017  9.07E+020  9.23E+020  2.15E+021  6.14E+015  3.61E+020  0          20         0          8.84E-007  -2.3E-008  2.92E-007  5.82E-007  1.12E-006  0          1.04E-011  1.96E-011  4.77E-011  5.69E-005  
4.000002E-005 2.24E-012 4.85       4.35       1.06E+013  2.22E+012  2.02E+014  3.21E+015  8.45E+017  3.43E+012  254        8.62E+018  8.05E+016  1.95E+017  9.07E+020  9.23E+020  2.15E+021  6.1E+015   3.59E+020  0          20         0          2.62E-007  -2.2E-008  2.04E-007  7.95E-007  1.35E-006  0          1.04E-011  1.96E-011  4.77E-011  5.68E-005  
4.000005E-005 5.81E-012 4.85       4.37       1.04E+013  2.14E+012  2.02E+014  3.21E+015  8.45E+017  3.43E+012  253        1.13E+019  8.07E+016  3.71E+017  9.07E+020  9.23E+020  2.15E+021  6.01E+015  3.54E+020  0          20         0          1.47E-007  -2.12E-008 1.06E-007  8.19E-007  1.47E-006  0          1.04E-011  1.96E-011  4.77E-011  5.64E-005  
4.000015E-005 1.51E-011 4.85       4.4        9.92E+012  2E+012     2.02E+014  3.21E+015  8.45E+017  3.43E+012  262        2.03E+019  8.02E+016  1.69E+018  9.07E+020  9.23E+020  2.15E+021  5.78E+015  3.43E+020  0          20         0          9.14E-008  -2.03E-008 -1.07E-007 7.37E-007  1.51E-006  0          1.04E-011  1.96E-011  4.77E-011  5.56E-005  
4.000037E-005 3.28E-011 4.85       4.49       9.12E+012  1.78E+012  2.02E+014  3.21E+015  8.45E+017  3.42E+012  291        3.66E+019  7.75E+016  6.68E+018  9.07E+020  9.23E+020  2.15E+021  5.3E+015   3.17E+020  0          20         0          6.75E-008  -1.94E-008 -4.87E-007 5.3E-007   1.5E-006   0          1.04E-011  1.96E-011  4.77E-011  5.43E-005  
4.000088E-005 7.96E-011 4.85       4.7        8.32E+012  1.55E+012  2.02E+014  3.2E+015   8.45E+017  3.37E+012  322        5.02E+019  7.31E+016  1.38E+019  9.08E+020  9.23E+020  2.15E+021  4.57E+015  2.74E+020  0          20         0          3.75E-008  -1.85E-008 -9.84E-007 2.27E-007  1.48E-006  0          1.04E-011  1.96E-011  4.77E-011  5.24E-005  
4.000215E-005 2.06E-010 4.85       5.3        9.07E+012  1.51E+012  2.03E+014  3.2E+015   8.45E+017  3.31E+012  417        7.52E+019  8.29E+016  2.61E+019  9.09E+020  9.23E+020  2.15E+021  3.97E+015  2.07E+020  0          20         0          -8.49E-009 -1.76E-008 -1.33E-006 -1.74E-008 1.44E-006  0          1.04E-011  1.96E-011  4.77E-011  4.98E-005  
4.000544E-005 5.35E-010 4.85       6.05       1.43E+013  2.2E+012   2.03E+014  3.19E+015  8.45E+017  3.29E+012  720        1.44E+020  1.39E+017  5.05E+019  9.11E+020  9.22E+020  2.15E+021  5.36E+015  1.18E+020  0          20         0          -7.82E-008 -1.74E-008 -1.31E-006 -9.05E-008 1.39E-006  0          1.04E-011  1.96E-011  4.77E-011  4.6E-005   
4.001375E-005 1.2E-009  4.85       6.12       2.34E+013  3.63E+012  2.04E+014  3.15E+015  8.44E+017  3.28E+012  1.1E+003   2.15E+020  2.43E+017  7.02E+019  9.13E+020  9.21E+020  2.15E+021  9.49E+015  3.25E+019  0          20         0          -1.96E-007 -1.83E-008 -1.1E-006  -1.09E-007 1.3E-006   0          1.04E-011  1.96E-011  4.77E-011  3.88E-005  
4.002725E-005 1.56E-009 4.85       6.09       3.06E+013  4.82E+012  2.03E+014  3.07E+015  8.44E+017  3.28E+012  1.34E+003  2.52E+020  3.36E+017  7.35E+019  9.11E+020  9.19E+020  2.14E+021  1.34E+016  2.98E+018  0          20         0          -2.95E-007 -1.93E-008 -9E-007    -1.03E-007 1.19E-006  0          1.04E-011  1.96E-011  4.77E-011  3.18E-005  
4.004268E-005 1.8E-009  4.84       6.1        3.61E+013  5.73E+012  2.02E+014  2.97E+015  8.43E+017  3.27E+012  1.5E+003   2.74E+020  4.07E+017  7.25E+019  9.07E+020  9.17E+020  2.14E+021  1.63E+016  2.2E+017   0          20         0          -3.48E-007 -2.01E-008 -7.7E-007  -9.41E-008 1.12E-006  0          1.04E-011  1.97E-011  4.77E-011  2.74E-005  
4.006765E-005 3.35E-009 4.83       6.13       4.27E+013  6.83E+012  2E+014     2.78E+015  8.41E+017  3.25E+012  1.69E+003  3.01E+020  4.88E+017  7.38E+019  8.99E+020  9.14E+020  2.13E+021  1.97E+016  5.02E+016  0          20         0          -3.76E-007 -2.13E-008 -6.52E-007 -8.72E-008 1.03E-006  0          1.04E-011  1.97E-011  4.76E-011  2.33E-005  
4.010679E-005 4.64E-009 4.82       6.15       4.95E+013  7.98E+012  1.95E+014  2.43E+015  8.38E+017  3.23E+012  1.91E+003  3.33E+020  5.73E+017  7.71E+019  8.79E+020  9.08E+020  2.12E+021  2.34E+016  4E+016     0          20         0          -3.68E-007 -2.27E-008 -5.35E-007 -8.4E-008  9.05E-007  0          1.04E-011  1.97E-011  4.76E-011  1.92E-005  
4.015992E-005 6.17E-009 4.81       6.15       4.99E+013  8.14E+012  1.88E+014  1.92E+015  8.35E+017  3.19E+012  1.91E+003  3.22E+020  5.89E+017  7.18E+019  8.47E+020  9.01E+020  2.1E+021   2.45E+016  3.73E+016  0          20         0          -3.11E-007 -2.34E-008 -4.06E-007 -7.8E-008  7.19E-007  0          1.04E-011  1.97E-011  4.76E-011  1.46E-005  
4.022753E-005 6.73E-009 4.8        6.11       3.88E+013  6.48E+012  1.77E+014  1.4E+015   8.3E+017   3.15E+012  1.44E+003  2.27E+020  4.7E+017   4.74E+019  8E+020     8.92E+020  2.08E+021  2.03E+016  3.21E+016  0          20         0          -2.29E-007 -2.3E-008  -2.71E-007 -6.11E-008 5.01E-007  0          1.05E-011  1.97E-011  4.75E-011  9.83E-006  
4.030622E-005 9E-009    4.79       6.05       2.64E+013  4.53E+012  1.66E+014  1.07E+015  8.25E+017  3.11E+012  922        1.32E+020  3.2E+017   2.54E+019  7.5E+020   8.81E+020  2.06E+021  1.44E+016  2.52E+016  0          20         0          -1.7E-007  -2.18E-008 -1.86E-007 -4.56E-008 3.57E-007  0          1.05E-011  1.97E-011  4.75E-011  6.75E-006  
4.041097E-005 1.33E-008 4.78       5.99       1.85E+013  3.25E+012  1.56E+014  8.84E+014  8.18E+017  3.06E+012  611        8.05E+019  2.16E+017  1.46E+019  7.03E+020  8.67E+020  2.02E+021  1.01E+016  2.1E+016   0          20         0          -1.34E-007 -2.06E-008 -1.45E-007 -3.78E-008 2.79E-007  0          1.05E-011  1.98E-011  4.75E-011  5.23E-006  
4.057499E-005 2E-008    4.78       5.96       1.44E+013  2.55E+012  1.47E+014  7.64E+014  8.08E+017  2.99E+012  467        6.02E+019  1.6E+017   1.08E+019  6.63E+020  8.46E+020  1.97E+021  7.56E+015  1.94E+016  0          20         0          -1.11E-007 -1.94E-008 -1.26E-007 -3.45E-008 2.38E-007  0          1.05E-011  1.98E-011  4.74E-011  4.53E-006  
4.077499E-005 2E-008    4.77       5.96       1.27E+013  2.25E+012  1.41E+014  6.98E+014  7.95E+017  2.9E+012   411        5.36E+019  1.36E+017  9.7E+018   6.35E+020  8.2E+020   1.91E+021  6.41E+015  1.85E+016  0          20         0          -1E-007    -1.84E-008 -1.18E-007 -3.29E-008 2.19E-007  0          1.05E-011  1.98E-011  4.74E-011  4.22E-006  
4.097499E-005 2E-008    4.76       5.95       1.19E+013  2.1E+012   1.37E+014  6.61E+014  7.83E+017  2.81E+012  385        5.08E+019  1.25E+017  9.23E+018  6.15E+020  7.95E+020  1.85E+021  5.88E+015  1.79E+016  0          20         0          -9.51E-008 -1.76E-008 -1.13E-007 -3.18E-008 2.09E-007  0          1.05E-011  1.98E-011  4.73E-011  4.05E-006  
4.117499E-005 2E-008    4.76       5.95       1.14E+013  2.01E+012  1.32E+014  6.36E+014  7.7E+017   2.72E+012  368        4.87E+019  1.18E+017  8.88E+018  5.96E+020  7.7E+020   1.8E+021   5.53E+015  1.73E+016  0          20         0          -9.13E-008 -1.7E-008  -1.1E-007  -3.08E-008 2.01E-007  0          1.05E-011  1.98E-011  4.73E-011  3.9E-006   
4.137499E-005 2E-008    4.75       5.94       1.1E+013   1.94E+012  1.29E+014  6.17E+014  7.58E+017  2.64E+012  355        4.7E+019   1.12E+017  8.58E+018  5.78E+020  7.47E+020  1.74E+021  5.25E+015  1.68E+016  0          20         0          -8.82E-008 -1.64E-008 -1.06E-007 -2.99E-008 1.95E-007  0          1.06E-011  1.98E-011  4.72E-011  3.77E-006  
4.157499E-005 2E-008    4.75       5.94       1.06E+013  1.88E+012  1.25E+014  5.99E+014  7.47E+017  2.56E+012  343        4.54E+019  1.07E+017  8.29E+018  5.61E+020  7.24E+020  1.69E+021  5.01E+015  1.63E+016  0          20         0          -8.53E-008 -1.59E-008 -1.03E-007 -2.89E-008 1.88E-007  0          1.06E-011  1.99E-011  4.72E-011  3.65E-006  
4.177499E-005 2E-008    4.74       5.94       1.03E+013  1.82E+012  1.21E+014  5.83E+014  7.35E+017  2.48E+012  332        4.38E+019  1.02E+017  8.02E+018  5.44E+020  7.02E+020  1.64E+021  4.78E+015  1.58E+016  0          20         0          -8.26E-008 -1.54E-008 -9.96E-008 -2.81E-008 1.82E-007  0          1.06E-011  1.99E-011  4.72E-011  3.53E-006  
4.197499E-005 2E-008    4.74       5.93       9.98E+012  1.77E+012  1.17E+014  5.67E+014  7.23E+017  2.4E+012   322        4.24E+019  9.69E+016  7.76E+018  5.28E+020  6.8E+020   1.59E+021  4.56E+015  1.53E+016  0          20         0          -8E-008    -1.49E-008 -9.65E-008 -2.72E-008 1.77E-007  0          1.06E-011  1.99E-011  4.71E-011  3.41E-006  
4.217499E-005 2E-008    4.74       5.93       9.68E+012  1.71E+012  1.14E+014  5.52E+014  7.12E+017  2.33E+012  312        4.09E+019  9.24E+016  7.51E+018  5.13E+020  6.59E+020  1.54E+021  4.36E+015  1.48E+016  0          20         0          -7.75E-008 -1.45E-008 -9.36E-008 -2.64E-008 1.71E-007  0          1.06E-011  1.99E-011  4.71E-011  3.3E-006   
4.237499E-005 2E-008    4.73       5.93       9.39E+012  1.66E+012  1.11E+014  5.37E+014  7.01E+017  2.26E+012  302        3.96E+019  8.82E+016  7.27E+018  4.97E+020  6.39E+020  1.49E+021  4.16E+015  1.44E+016  0          20         0          -7.51E-008 -1.4E-008  -9.07E-008 -2.56E-008 1.66E-007  0          1.06E-011  1.99E-011  4.71E-011  3.2E-006   
4.257499E-005 2E-008    4.73       5.92       9.1E+012   1.61E+012  1.07E+014  5.23E+014  6.9E+017   2.19E+012  293        3.83E+019  8.41E+016  7.03E+018  4.83E+020  6.2E+020   1.45E+021  3.98E+015  1.4E+016   0          20         0          -7.27E-008 -1.36E-008 -8.79E-008 -2.48E-008 1.61E-007  0          1.06E-011  1.99E-011  4.7E-011   3.09E-006  
4.277499E-005 2E-008    4.72       5.92       8.83E+012  1.57E+012  1.04E+014  5.08E+014  6.8E+017   2.13E+012  284        3.7E+019   8.02E+016  6.81E+018  4.68E+020  6.01E+020  1.4E+021   3.8E+015   1.35E+016  0          20         0          -7.05E-008 -1.32E-008 -8.52E-008 -2.41E-008 1.56E-007  0          1.07E-011  1.99E-011  4.7E-011   2.99E-006  
4.297499E-005 2E-008    4.72       5.92       8.56E+012  1.52E+012  1.01E+014  4.95E+014  6.69E+017  2.06E+012  275        3.58E+019  7.66E+016  6.59E+018  4.55E+020  5.83E+020  1.36E+021  3.63E+015  1.31E+016  0          20         0          -6.83E-008 -1.28E-008 -8.26E-008 -2.34E-008 1.51E-007  0          1.07E-011  1.99E-011  4.7E-011   2.9E-006   
4.317499E-005 2E-008    4.72       5.91       8.3E+012   1.47E+012  9.81E+013  4.81E+014  6.59E+017  2E+012     267        3.46E+019  7.31E+016  6.38E+018  4.41E+020  5.65E+020  1.32E+021  3.47E+015  1.27E+016  0          20         0          -6.61E-008 -1.24E-008 -8.01E-008 -2.27E-008 1.46E-007  0          1.07E-011  2E-011     4.69E-011  2.81E-006  
4.337499E-005 2E-008    4.71       5.91       8.05E+012  1.43E+012  9.52E+013  4.68E+014  6.49E+017  1.94E+012  258        3.35E+019  6.97E+016  6.18E+018  4.28E+020  5.48E+020  1.28E+021  3.31E+015  1.23E+016  0          20         0          -6.41E-008 -1.2E-008  -7.77E-008 -2.2E-008  1.42E-007  0          1.07E-011  2E-011     4.69E-011  2.72E-006  
4.357499E-005 2E-008    4.71       5.91       7.81E+012  1.39E+012  9.24E+013  4.56E+014  6.39E+017  1.88E+012  251        3.24E+019  6.66E+016  5.98E+018  4.15E+020  5.31E+020  1.24E+021  3.17E+015  1.2E+016   0          20         0          -6.21E-008 -1.16E-008 -7.53E-008 -2.13E-008 1.38E-007  0          1.07E-011  2E-011     4.69E-011  2.63E-006  
4.377499E-005 2E-008    4.71       5.91       7.58E+012  1.35E+012  8.96E+013  4.43E+014  6.29E+017  1.82E+012  243        3.14E+019  6.35E+016  5.79E+018  4.03E+020  5.15E+020  1.2E+021   3.03E+015  1.16E+016  0          20         0          -6.02E-008 -1.13E-008 -7.3E-008  -2.07E-008 1.33E-007  0          1.07E-011  2E-011     4.69E-011  2.55E-006  
4.397499E-005 2E-008    4.7        5.9        7.35E+012  1.31E+012  8.7E+013   4.31E+014  6.19E+017  1.77E+012  235        3.03E+019  6.06E+016  5.61E+018  3.91E+020  5E+020     1.17E+021  2.89E+015  1.13E+016  0          20         0          -5.83E-008 -1.09E-008 -7.08E-008 -2.01E-008 1.29E-007  0          1.07E-011  2E-011     4.68E-011  2.47E-006  
4.417499E-005 2E-008    4.7        5.9        7.13E+012  1.27E+012  8.44E+013  4.19E+014  6.1E+017   1.72E+012  228        2.94E+019  5.79E+016  5.43E+018  3.8E+020   4.85E+020  1.13E+021  2.76E+015  1.09E+016  0          20         0          -5.65E-008 -1.06E-008 -6.87E-008 -1.95E-008 1.25E-007  0          1.07E-011  2E-011     4.68E-011  2.39E-006  
4.437499E-005 2E-008    4.7        5.9        6.92E+012  1.23E+012  8.19E+013  4.08E+014  6.01E+017  1.66E+012  221        2.84E+019  5.53E+016  5.26E+018  3.69E+020  4.7E+020   1.1E+021   2.64E+015  1.06E+016  0          20         0          -5.48E-008 -1.03E-008 -6.66E-008 -1.89E-008 1.22E-007  0          1.07E-011  2E-011     4.68E-011  2.31E-006  
4.457499E-005 2E-008    4.69       5.9        6.71E+012  1.2E+012   7.95E+013  3.97E+014  5.91E+017  1.61E+012  215        2.75E+019  5.28E+016  5.1E+018   3.58E+020  4.56E+020  1.06E+021  2.52E+015  1.03E+016  0          20         0          -5.31E-008 -9.99E-009 -6.46E-008 -1.83E-008 1.18E-007  0          1.07E-011  2E-011     4.68E-011  2.24E-006  
4.477499E-005 2E-008    4.69       5.89       6.51E+012  1.16E+012  7.72E+013  3.86E+014  5.82E+017  1.57E+012  208        2.66E+019  5.04E+016  4.94E+018  3.47E+020  4.42E+020  1.03E+021  2.41E+015  9.96E+015  0          20         0          -5.15E-008 -9.68E-009 -6.26E-008 -1.78E-008 1.14E-007  0          1.07E-011  2E-011     4.67E-011  2.17E-006  
4.497499E-005 2E-008    4.69       5.89       6.31E+012  1.13E+012  7.49E+013  3.75E+014  5.74E+017  1.52E+012  202        2.58E+019  4.81E+016  4.78E+018  3.37E+020  4.29E+020  1E+021     2.31E+015  9.66E+015  0          20         0          -4.99E-008 -9.39E-009 -6.08E-008 -1.72E-008 1.11E-007  0          1.08E-011  2E-011     4.67E-011  2.1E-006   
4.517499E-005 2E-008    4.68       5.89       6.13E+012  1.09E+012  7.27E+013  3.65E+014  5.65E+017  1.47E+012  196        2.5E+019   4.6E+016   4.63E+018  3.27E+020  4.16E+020  9.71E+020  2.2E+015   9.37E+015  0          20         0          -4.84E-008 -9.11E-009 -5.89E-008 -1.67E-008 1.07E-007  0          1.08E-011  2.01E-011  4.67E-011  2.04E-006  
4.537499E-005 2E-008    4.68       5.89       5.94E+012  1.06E+012  7.06E+013  3.55E+014  5.56E+017  1.43E+012  190        2.42E+019  4.39E+016  4.49E+018  3.18E+020  4.04E+020  9.42E+020  2.11E+015  9.08E+015  0          20         0          -4.69E-008 -8.84E-009 -5.72E-008 -1.62E-008 1.04E-007  0          1.08E-011  2.01E-011  4.67E-011  1.98E-006  
4.557499E-005 2E-008    4.68       5.89       5.77E+012  1.03E+012  6.85E+013  3.45E+014  5.48E+017  1.39E+012  184        2.34E+019  4.19E+016  4.35E+018  3.08E+020  3.92E+020  9.14E+020  2.01E+015  8.81E+015  0          20         0          -4.55E-008 -8.57E-009 -5.55E-008 -1.57E-008 1.01E-007  0          1.08E-011  2.01E-011  4.66E-011  1.91E-006  
4.577499E-005 2E-008    4.68       5.88       5.6E+012   1E+012     6.65E+013  3.36E+014  5.39E+017  1.35E+012  178        2.27E+019  4E+016     4.22E+018  2.99E+020  3.8E+020   8.87E+020  1.93E+015  8.55E+015  0          20         0          -4.41E-008 -8.31E-009 -5.38E-008 -1.53E-008 9.8E-008   0          1.08E-011  2.01E-011  4.66E-011  1.86E-006  
4.597499E-005 2E-008    4.67       5.88       5.43E+012  9.71E+011  6.46E+013  3.26E+014  5.31E+017  1.31E+012  173        2.2E+019   3.82E+016  4.09E+018  2.9E+020   3.69E+020  8.6E+020   1.84E+015  8.29E+015  0          20         0          -4.28E-008 -8.06E-009 -5.22E-008 -1.48E-008 9.5E-008   0          1.08E-011  2.01E-011  4.66E-011  1.8E-006   
4.617499E-005 2E-008    4.67       5.88       5.27E+012  9.43E+011  6.27E+013  3.17E+014  5.23E+017  1.27E+012  168        2.13E+019  3.65E+016  3.96E+018  2.82E+020  3.58E+020  8.34E+020  1.76E+015  8.04E+015  0          20         0          -4.15E-008 -7.82E-009 -5.06E-008 -1.44E-008 9.22E-008  0          1.08E-011  2.01E-011  4.66E-011  1.74E-006  
4.637499E-005 2E-008    4.67       5.88       5.11E+012  9.15E+011  6.08E+013  3.09E+014  5.15E+017  1.23E+012  163        2.06E+019  3.49E+016  3.84E+018  2.74E+020  3.47E+020  8.1E+020   1.68E+015  7.8E+015   0          20         0          -4.02E-008 -7.59E-009 -4.91E-008 -1.4E-008  8.94E-008  0          1.08E-011  2.01E-011  4.66E-011  1.69E-006  
4.657499E-005 2E-008    4.67       5.88       4.96E+012  8.89E+011  5.9E+013   3E+014     5.08E+017  1.19E+012  158        2E+019     3.34E+016  3.72E+018  2.66E+020  3.37E+020  7.86E+020  1.61E+015  7.57E+015  0          20         0          -3.9E-008  -7.36E-009 -4.77E-008 -1.36E-008 8.67E-008  0          1.08E-011  2.01E-011  4.66E-011  1.64E-006  
4.677499E-005 2E-008    4.67       5.88       4.81E+012  8.63E+011  5.73E+013  2.92E+014  5E+017     1.16E+012  153        1.94E+019  3.19E+016  3.61E+018  2.58E+020  3.27E+020  7.62E+020  1.54E+015  7.34E+015  0          20         0          -3.78E-008 -7.14E-009 -4.62E-008 -1.32E-008 8.41E-008  0          1.08E-011  2.01E-011  4.65E-011  1.59E-006  
4.697499E-005 2E-008    4.66       5.87       4.67E+012  8.37E+011  5.56E+013  2.84E+014  4.92E+017  1.12E+012  149        1.88E+019  3.04E+016  3.5E+018   2.5E+020   3.17E+020  7.4E+020   1.47E+015  7.12E+015  0          20         0          -3.67E-008 -6.93E-009 -4.49E-008 -1.28E-008 8.16E-008  0          1.08E-011  2.01E-011  4.65E-011  1.54E-006  
4.717499E-005 2E-008    4.66       5.87       4.53E+012  8.13E+011  5.4E+013   2.76E+014  4.85E+017  1.09E+012  144        1.82E+019  2.91E+016  3.39E+018  2.43E+020  3.08E+020  7.18E+020  1.41E+015  6.91E+015  0          20         0          -3.56E-008 -6.72E-009 -4.35E-008 -1.24E-008 7.92E-008  0          1.08E-011  2.01E-011  4.65E-011  1.49E-006  
4.737499E-005 2E-008    4.66       5.87       4.4E+012   7.89E+011  5.24E+013  2.68E+014  4.78E+017  1.06E+012  140        1.76E+019  2.78E+016  3.29E+018  2.36E+020  2.98E+020  6.96E+020  1.34E+015  6.7E+015   0          20         0          -3.45E-008 -6.52E-009 -4.22E-008 -1.2E-008  7.68E-008  0          1.08E-011  2.01E-011  4.65E-011  1.45E-006  
4.757499E-005 2E-008    4.66       5.87       4.27E+012  7.66E+011  5.09E+013  2.61E+014  4.71E+017  1.03E+012  136        1.71E+019  2.66E+016  3.19E+018  2.29E+020  2.9E+020   6.76E+020  1.29E+015  6.5E+015   0          20         0          -3.35E-008 -6.33E-009 -4.1E-008  -1.17E-008 7.45E-008  0          1.08E-011  2.01E-011  4.65E-011  1.4E-006   
4.777499E-005 2E-008    4.66       5.87       4.15E+012  7.44E+011  4.94E+013  2.54E+014  4.64E+017  9.97E+011  132        1.65E+019  2.54E+016  3.09E+018  2.22E+020  2.81E+020  6.56E+020  1.23E+015  6.31E+015  0          20         0          -3.25E-008 -6.14E-009 -3.98E-008 -1.13E-008 7.23E-008  0          1.08E-011  2.01E-011  4.65E-011  1.36E-006  
4.797499E-005 2E-008    4.65       5.87       4.02E+012  7.22E+011  4.8E+013   2.46E+014  4.57E+017  9.68E+011  128        1.6E+019   2.43E+016  3E+018     2.16E+020  2.73E+020  6.37E+020  1.18E+015  6.12E+015  0          20         0          -3.15E-008 -5.96E-009 -3.86E-008 -1.1E-008  7.02E-008  0          1.09E-011  2.02E-011  4.64E-011  1.32E-006  
4.817499E-005 2E-008    4.65       5.87       3.91E+012  7.01E+011  4.66E+013  2.4E+014   4.5E+017   9.39E+011  124        1.56E+019  2.32E+016  2.91E+018  2.1E+020   2.65E+020  6.18E+020  1.12E+015  5.94E+015  0          20         0          -3.05E-008 -5.78E-009 -3.74E-008 -1.07E-008 6.81E-008  0          1.09E-011  2.02E-011  4.64E-011  1.28E-006  
4.837499E-005 2E-008    4.65       5.86       3.79E+012  6.81E+011  4.52E+013  2.33E+014  4.43E+017  9.12E+011  120        1.51E+019  2.22E+016  2.82E+018  2.03E+020  2.57E+020  6E+020     1.08E+015  5.76E+015  0          20         0          -2.97E-008 -5.61E-009 -3.63E-008 -1.04E-008 6.61E-008  0          1.09E-011  2.02E-011  4.64E-011  1.24E-006  
4.857499E-005 2E-008    4.65       5.86       3.68E+012  6.61E+011  4.39E+013  2.26E+014  4.36E+017  8.85E+011  117        1.46E+019  2.12E+016  2.74E+018  1.98E+020  2.49E+020  5.82E+020  1.03E+015  5.59E+015  0          20         0          -2.88E-008 -5.44E-009 -3.53E-008 -1.01E-008 6.41E-008  0          1.09E-011  2.02E-011  4.64E-011  1.2E-006   
4.877499E-005 2E-008    4.65       5.86       3.57E+012  6.42E+011  4.26E+013  2.2E+014   4.3E+017   8.59E+011  113        1.42E+019  2.03E+016  2.65E+018  1.92E+020  2.42E+020  5.65E+020  9.84E+014  5.42E+015  0          20         0          -2.79E-008 -5.28E-009 -3.42E-008 -9.76E-009 6.22E-008  0          1.09E-011  2.02E-011  4.64E-011  1.17E-006  
4.897499E-005 2E-008    4.65       5.86       3.47E+012  6.23E+011  4.14E+013  2.14E+014  4.24E+017  8.34E+011  110        1.37E+019  1.94E+016  2.57E+018  1.86E+020  2.35E+020  5.48E+020  9.41E+014  5.26E+015  0          20         0          -2.71E-008 -5.13E-009 -3.32E-008 -9.47E-009 6.04E-008  0          1.09E-011  2.02E-011  4.64E-011  1.13E-006  
4.917499E-005 2E-008    4.64       5.86       3.37E+012  6.05E+011  4.02E+013  2.08E+014  4.17E+017  8.09E+011  107        1.33E+019  1.85E+016  2.5E+018   1.81E+020  2.28E+020  5.32E+020  9E+014     5.1E+015   0          20         0          -2.63E-008 -4.97E-009 -3.23E-008 -9.2E-009  5.86E-008  0          1.09E-011  2.02E-011  4.64E-011  1.1E-006   
4.937499E-005 2E-008    4.64       5.86       3.27E+012  5.88E+011  3.9E+013   2.02E+014  4.11E+017  7.86E+011  104        1.29E+019  1.77E+016  2.42E+018  1.76E+020  2.21E+020  5.16E+020  8.61E+014  4.95E+015  0          20         0          -2.55E-008 -4.83E-009 -3.13E-008 -8.93E-009 5.69E-008  0          1.09E-011  2.02E-011  4.64E-011  1.07E-006  
4.957499E-005 2E-008    4.64       5.86       3.17E+012  5.71E+011  3.79E+013  1.96E+014  4.05E+017  7.63E+011  101        1.25E+019  1.69E+016  2.35E+018  1.7E+020   2.15E+020  5.01E+020  8.24E+014  4.81E+015  0          20         0          -2.48E-008 -4.69E-009 -3.04E-008 -8.67E-009 5.52E-008  0          1.09E-011  2.02E-011  4.63E-011  1.03E-006  
4.977499E-005 2E-008    4.64       5.86       3.08E+012  5.54E+011  3.68E+013  1.91E+014  3.99E+017  7.4E+011   97.6       1.22E+019  1.62E+016  2.28E+018  1.66E+020  2.09E+020  4.87E+020  7.88E+014  4.66E+015  0          20         0          -2.4E-008  -4.55E-009 -2.95E-008 -8.41E-009 5.36E-008  0          1.09E-011  2.02E-011  4.63E-011  1E-006     
4.997499E-005 2E-008    4.64       5.86       2.99E+012  5.38E+011  3.57E+013  1.86E+014  3.93E+017  7.19E+011  94.7       1.18E+019  1.55E+016  2.21E+018  1.61E+020  2.02E+020  4.72E+020  7.54E+014  4.53E+015  0          20         0          -2.33E-008 -4.41E-009 -2.86E-008 -8.17E-009 5.2E-008   0          1.09E-011  2.02E-011  4.63E-011  9.73E-007  
