t             dt        Er         epsilon    n0         n1         n2         n3         n4         n5         ElasLoss   R0         R1         R2         R3         R4         R5         R6         R7         V1         V2         V4         I1         Ic1         I2         Ic2         I4         Ic4         Q1         Q2         Q4         P0         
1.669237E-005 2E-008    3.45       3.83       1.81E+015  5.57E+014  1.37E+016  4.6E+016   9.05E+018  4.09E+014  3.98E+004  3.96E+020  1.28E+020  8.46E+018  6.2E+022   9.68E+022  2.26E+023  2.14E+019  1.99E+020  0          -20        0          -4.99E-006 -3.16E-006 7.1E-006   7.6E-006   -2.05E-006 0          1.89E-011  -1.13E-011 3.58E-011  0.00013    
1.689237E-005 2E-008    3.38       3.87       1.66E+015  4.96E+014  1.31E+016  4.47E+016  8.77E+018  3.83E+014  3.65E+004  3.75E+020  1.16E+020  7.79E+018  5.91E+022  9.1E+022   2.12E+023  1.82E+019  1.72E+020  0          -20        0          -4.73E-006 -2.96E-006 6.78E-006  7.27E-006  -1.99E-006 0          1.92E-011  -1.13E-011 3.63E-011  0.000123   
1.709237E-005 2E-008    3.31       3.9        1.52E+015  4.46E+014  1.25E+016  4.34E+016  8.5E+018   3.59E+014  3.37E+004  3.55E+020  1.05E+020  7.18E+018  5.63E+022  8.57E+022  2E+023     1.58E+019  1.48E+020  0          -20        0          -4.49E-006 -2.77E-006 6.48E-006  6.95E-006  -1.94E-006 0          1.96E-011  -1.12E-011 3.66E-011  0.000116   
1.729237E-005 2E-008    3.25       3.93       1.4E+015   4.03E+014  1.19E+016  4.22E+016  8.25E+018  3.37E+014  3.12E+004  3.36E+020  9.49E+019  6.63E+018  5.37E+022  8.07E+022  1.88E+023  1.37E+019  1.26E+020  0          -20        0          -4.27E-006 -2.6E-006  6.2E-006   6.66E-006  -1.88E-006 0          1.99E-011  -1.11E-011 3.7E-011   0.00011    
1.749237E-005 2E-008    3.19       3.95       1.3E+015   3.67E+014  1.14E+016  4.11E+016  8E+018     3.16E+014  2.89E+004  3.18E+020  8.6E+019   6.13E+018  5.13E+022  7.61E+022  1.78E+023  1.2E+019   1.05E+020  0          -20        0          -4.05E-006 -2.44E-006 5.93E-006  6.38E-006  -1.83E-006 0          2.02E-011  -1.1E-011  3.74E-011  0.000105   
1.769237E-005 2E-008    3.13       3.97       1.2E+015   3.36E+014  1.09E+016  3.99E+016  7.77E+018  2.97E+014  2.69E+004  3.01E+020  7.81E+019  5.69E+018  4.9E+022   7.18E+022  1.68E+023  1.06E+019  8.7E+019   0          -20        0          -3.86E-006 -2.29E-006 5.68E-006  6.12E-006  -1.78E-006 0          2.06E-011  -1.09E-011 3.78E-011  9.93E-005  
1.789237E-005 2E-008    3.07       3.99       1.12E+015  3.08E+014  1.04E+016  3.89E+016  7.55E+018  2.8E+014   2.5E+004   2.86E+020  7.09E+019  5.29E+018  4.68E+022  6.78E+022  1.58E+023  9.39E+018  7.02E+019  0          -20        0          -3.67E-006 -2.16E-006 5.45E-006  5.88E-006  -1.74E-006 0          2.09E-011  -1.08E-011 3.81E-011  9.44E-005  
1.809237E-005 2E-008    3.02       4.01       1.04E+015  2.84E+014  9.92E+015  3.79E+016  7.33E+018  2.64E+014  2.34E+004  2.71E+020  6.45E+019  4.93E+018  4.47E+022  6.41E+022  1.5E+023   8.35E+018  5.6E+019   0          -20        0          -3.5E-006  -2.03E-006 5.23E-006  5.65E-006  -1.69E-006 0          2.12E-011  -1.07E-011 3.85E-011  8.98E-005  
1.829237E-005 2E-008    2.97       4.03       9.69E+014  2.62E+014  9.49E+015  3.69E+016  7.13E+018  2.49E+014  2.18E+004  2.57E+020  5.87E+019  4.6E+018   4.27E+022  6.07E+022  1.42E+023  7.46E+018  4.45E+019  0          -20        0          -3.33E-006 -1.92E-006 5.02E-006  5.43E-006  -1.65E-006 0          2.14E-011  -1.06E-011 3.88E-011  8.55E-005  
1.849237E-005 2E-008    2.92       4.04       9.05E+014  2.43E+014  9.08E+015  3.6E+016   6.93E+018  2.35E+014  2.04E+004  2.44E+020  5.36E+019  4.29E+018  4.09E+022  5.74E+022  1.34E+023  6.68E+018  3.91E+019  0          -20        0          -3.18E-006 -1.81E-006 4.83E-006  5.23E-006  -1.61E-006 0          2.17E-011  -1.05E-011 3.91E-011  8.14E-005  
1.869237E-005 2E-008    2.87       4.06       8.48E+014  2.25E+014  8.69E+015  3.5E+016   6.74E+018  2.22E+014  1.92E+004  2.32E+020  4.89E+019  4.02E+018  3.91E+022  5.44E+022  1.27E+023  6.01E+018  3.45E+019  0          -20        0          -3.03E-006 -1.71E-006 4.64E-006  5.03E-006  -1.58E-006 0          2.2E-011   -1.05E-011 3.94E-011  7.77E-005  
1.889237E-005 2E-008    2.83       4.07       7.95E+014  2.1E+014   8.32E+015  3.42E+016  6.56E+018  2.09E+014  1.8E+004   2.2E+020   4.48E+019  3.76E+018  3.75E+022  5.16E+022  1.2E+023   5.41E+018  3.03E+019  0          -20        0          -2.9E-006  -1.62E-006 4.47E-006  4.85E-006  -1.54E-006 0          2.22E-011  -1.04E-011 3.97E-011  7.41E-005  
1.909237E-005 2E-008    2.79       4.08       7.46E+014  1.96E+014  7.96E+015  3.33E+016  6.38E+018  1.98E+014  1.69E+004  2.1E+020   4.1E+019   3.53E+018  3.59E+022  4.89E+022  1.14E+023  4.89E+018  2.75E+019  0          -20        0          -2.77E-006 -1.53E-006 4.31E-006  4.68E-006  -1.51E-006 0          2.25E-011  -1.03E-011 4E-011     7.08E-005  
1.929237E-005 2E-008    2.75       4.09       7.02E+014  1.83E+014  7.63E+015  3.25E+016  6.22E+018  1.88E+014  1.59E+004  2E+020     3.76E+019  3.32E+018  3.44E+022  4.65E+022  1.08E+023  4.43E+018  2.57E+019  0          -20        0          -2.65E-006 -1.45E-006 4.15E-006  4.51E-006  -1.47E-006 0          2.27E-011  -1.02E-011 4.03E-011  6.77E-005  
1.949237E-005 2E-008    2.71       4.1        6.61E+014  1.71E+014  7.31E+015  3.17E+016  6.05E+018  1.78E+014  1.5E+004   1.91E+020  3.45E+019  3.13E+018  3.29E+022  4.41E+022  1.03E+023  4.02E+018  2.4E+019   0          -20        0          -2.53E-006 -1.37E-006 4E-006     4.36E-006  -1.44E-006 0          2.3E-011   -1.02E-011 4.06E-011  6.47E-005  
1.969237E-005 2E-008    2.67       4.11       6.23E+014  1.61E+014  7.01E+015  3.1E+016   5.9E+018   1.68E+014  1.42E+004  1.82E+020  3.17E+019  2.96E+018  3.16E+022  4.19E+022  9.79E+022  3.66E+018  2.24E+019  0          -20        0          -2.42E-006 -1.3E-006  3.86E-006  4.21E-006  -1.41E-006 0          2.32E-011  -1.01E-011 4.09E-011  6.19E-005  
1.989237E-005 2E-008    2.64       4.12       5.88E+014  1.51E+014  6.72E+015  3.02E+016  5.75E+018  1.6E+014   1.34E+004  1.74E+020  2.92E+019  2.8E+018   3.03E+022  3.99E+022  9.31E+022  3.34E+018  2.1E+019   0          -20        0          -2.32E-006 -1.24E-006 3.73E-006  4.07E-006  -1.38E-006 0          2.34E-011  -1E-011    4.12E-011  5.93E-005  
2.009237E-005 2E-008    2.6        4.13       5.55E+014  1.42E+014  6.45E+015  2.95E+016  5.6E+018   1.52E+014  1.27E+004  1.66E+020  2.69E+019  2.65E+018  2.9E+022   3.79E+022  8.85E+022  3.05E+018  1.96E+019  0          -20        0          -2.22E-006 -1.17E-006 3.6E-006   3.93E-006  -1.35E-006 0          2.36E-011  -9.97E-012 4.15E-011  5.68E-005  
2.029237E-005 2E-008    2.57       4.14       5.25E+014  1.33E+014  6.19E+015  2.88E+016  5.46E+018  1.44E+014  1.2E+004   1.59E+020  2.48E+019  2.52E+018  2.79E+022  3.61E+022  8.43E+022  2.79E+018  1.84E+019  0          -20        0          -2.13E-006 -1.11E-006 3.48E-006  3.81E-006  -1.32E-006 0          2.38E-011  -9.91E-012 4.17E-011  5.45E-005  
2.049237E-005 2E-008    2.54       4.15       4.97E+014  1.26E+014  5.94E+015  2.82E+016  5.33E+018  1.37E+014  1.13E+004  1.52E+020  2.29E+019  2.4E+018   2.67E+022  3.44E+022  8.03E+022  2.55E+018  1.72E+019  0          -20        0          -2.04E-006 -1.06E-006 3.37E-006  3.68E-006  -1.3E-006  0          2.4E-011   -9.84E-012 4.2E-011   5.22E-005  
2.069237E-005 2E-008    2.51       4.15       4.71E+014  1.19E+014  5.7E+015   2.75E+016  5.2E+018   1.3E+014   1.08E+004  1.46E+020  2.12E+019  2.28E+018  2.57E+022  3.28E+022  7.65E+022  2.34E+018  1.61E+019  0          -20        0          -1.96E-006 -1.01E-006 3.26E-006  3.57E-006  -1.27E-006 0          2.42E-011  -9.78E-012 4.23E-011  5.01E-005  
2.089237E-005 2E-008    2.48       4.16       4.46E+014  1.12E+014  5.47E+015  2.69E+016  5.07E+018  1.24E+014  1.02E+004  1.4E+020   1.96E+019  2.17E+018  2.46E+022  3.12E+022  7.29E+022  2.15E+018  1.51E+019  0          -20        0          -1.88E-006 -9.57E-007 3.15E-006  3.46E-006  -1.25E-006 0          2.44E-011  -9.72E-012 4.25E-011  4.81E-005  
2.109237E-005 2E-008    2.45       4.17       4.23E+014  1.06E+014  5.26E+015  2.63E+016  4.95E+018  1.18E+014  9.69E+003  1.34E+020  1.82E+019  2.08E+018  2.37E+022  2.98E+022  6.95E+022  1.98E+018  1.41E+019  0          -20        0          -1.81E-006 -9.11E-007 3.05E-006  3.35E-006  -1.22E-006 0          2.46E-011  -9.66E-012 4.28E-011  4.63E-005  
2.129237E-005 2E-008    2.43       4.17       4.02E+014  1E+014     5.05E+015  2.57E+016  4.83E+018  1.12E+014  9.21E+003  1.29E+020  1.68E+019  1.98E+018  2.27E+022  2.84E+022  6.64E+022  1.82E+018  1.33E+019  0          -20        0          -1.74E-006 -8.68E-007 2.96E-006  3.25E-006  -1.2E-006  0          2.48E-011  -9.6E-012  4.3E-011   4.45E-005  
2.149237E-005 2E-008    2.4        4.18       3.82E+014  9.49E+013  4.85E+015  2.51E+016  4.72E+018  1.07E+014  8.75E+003  1.23E+020  1.56E+019  1.89E+018  2.18E+022  2.71E+022  6.33E+022  1.68E+018  1.24E+019  0          -20        0          -1.67E-006 -8.27E-007 2.87E-006  3.15E-006  -1.17E-006 0          2.5E-011   -9.54E-012 4.32E-011  4.28E-005  
2.169237E-005 2E-008    2.38       4.19       3.63E+014  9E+013     4.66E+015  2.45E+016  4.61E+018  1.02E+014  8.33E+003  1.19E+020  1.45E+019  1.81E+018  2.1E+022   2.59E+022  6.05E+022  1.55E+018  1.17E+019  0          -20        0          -1.61E-006 -7.88E-007 2.78E-006  3.06E-006  -1.15E-006 0          2.51E-011  -9.48E-012 4.35E-011  4.11E-005  
2.189237E-005 2E-008    2.35       4.19       3.45E+014  8.53E+013  4.48E+015  2.4E+016   4.5E+018   9.73E+013  7.93E+003  1.14E+020  1.35E+019  1.74E+018  2.02E+022  2.48E+022  5.78E+022  1.43E+018  1.09E+019  0          -20        0          -1.55E-006 -7.52E-007 2.7E-006   2.97E-006  -1.13E-006 0          2.53E-011  -9.43E-012 4.37E-011  3.96E-005  
2.209237E-005 2E-008    2.33       4.2        3.29E+014  8.1E+013   4.31E+015  2.35E+016  4.4E+018   9.28E+013  7.55E+003  1.1E+020   1.25E+019  1.67E+018  1.94E+022  2.37E+022  5.52E+022  1.33E+018  1.03E+019  0          -20        0          -1.49E-006 -7.17E-007 2.61E-006  2.88E-006  -1.11E-006 0          2.54E-011  -9.37E-012 4.39E-011  3.81E-005  
2.229237E-005 2E-008    2.31       4.2        3.13E+014  7.69E+013  4.14E+015  2.3E+016   4.3E+018   8.86E+013  7.2E+003   1.05E+020  1.17E+019  1.6E+018   1.87E+022  2.26E+022  5.28E+022  1.23E+018  9.64E+018  0          -20        0          -1.43E-006 -6.84E-007 2.54E-006  2.8E-006   -1.09E-006 0          2.56E-011  -9.32E-012 4.41E-011  3.67E-005  
2.249237E-005 2E-008    2.29       4.21       2.98E+014  7.31E+013  3.98E+015  2.25E+016  4.2E+018   8.46E+013  6.86E+003  1.01E+020  1.09E+019  1.53E+018  1.79E+022  2.16E+022  5.05E+022  1.14E+018  9.05E+018  0          -20        0          -1.38E-006 -6.53E-007 2.46E-006  2.72E-006  -1.07E-006 0          2.57E-011  -9.27E-012 4.43E-011  3.54E-005  
2.269237E-005 2E-008    2.26       4.21       2.85E+014  6.96E+013  3.83E+015  2.2E+016   4.11E+018  8.08E+013  6.55E+003  9.76E+019  1.01E+019  1.47E+018  1.73E+022  2.07E+022  4.83E+022  1.05E+018  8.5E+018   0          -20        0          -1.33E-006 -6.24E-007 2.39E-006  2.65E-006  -1.05E-006 0          2.59E-011  -9.22E-012 4.46E-011  3.41E-005  
2.289237E-005 2E-008    2.24       4.22       2.71E+014  6.62E+013  3.69E+015  2.15E+016  4.02E+018  7.73E+013  6.25E+003  9.4E+019   9.44E+018  1.42E+018  1.66E+022  1.98E+022  4.63E+022  9.79E+017  7.98E+018  0          -20        0          -1.28E-006 -5.96E-007 2.32E-006  2.57E-006  -1.03E-006 0          2.6E-011   -9.17E-012 4.48E-011  3.29E-005  
