#(i,j)	E             Er            mu_elen       vth_elen      v_elen        n_elen        epsilon       phi_e             v*n_e             mu_e             vth_e             v_e             n_e             sec.em.flux_e             EnergySrc_e             PartSrc_e             phi_He+           v*n_He+           mu_He+           vth_He+           v_He+           n_He+           sec.em.flux_He+           EnergySrc_He+           PartSrc_He+           phi_He2+          v*n_He2+          mu_He2+          vth_He2+          v_He2+          n_He2+          sec.em.flux_He2+          EnergySrc_He2+          PartSrc_He2+          phi_He*           v*n_He*           mu_He*           vth_He*           v_He*           n_He*           sec.em.flux_He*           EnergySrc_He*           PartSrc_He*           phi_e*            v*n_e*            mu_e*            vth_e*            v_e*            n_e*            sec.em.flux_e*            EnergySrc_e*            PartSrc_e*            
(41,45)	3.846E+004    1.463         -0.5525       1.595E+006    8.188E+005    9.714E-010    7.679E-019    -2.336E+013   7.728E+014    -0.3315       1.196E+006    6.109E+005    1.265E+009    0             0.0008248     7.962E+014    7.056E+012    7.056E+012    0.004299      1270          800.4         8.815E+009    1.411E+012    0             0             1.57E+014     1.57E+014     0.007011      905.2         722.2         2.174E+011    3.141E+013    0             0             8.373E+016    8.373E+016    0             1263          631.6         1.326E+014    0             0             0             4.867E+013    4.867E+013    -0.3417       2.3E+006      1.163E+006    4.184E+007    4.867E+012    0             0             
(42,25)	2.996E+004    1.126         -0.5714       1.378E+006    7.062E+005    2.751E-011    5.733E-019    5.866E+012    2.529E+013    -0.3429       1.034E+006    5.271E+005    4.798E+007    0             1.073E-005    1.942E+013    3.443E+011    3.443E+011    0.004308      1268          762.8         4.514E+008    6.887E+010    0             0             1.669E+012    1.669E+012    0.007011      900.5         660.3         2.527E+009    3.337E+011    0             0             7.974E+016    7.974E+016    0             1263          631.6         1.262E+014    0             0             0             5.414E+013    5.414E+013    -0.3417       2.3E+006      1.16E+006     4.666E+007    5.414E+012    0             0             
(42,45)	3.56E+004     1.353         -0.5525       1.595E+006    8.171E+005    9.559E-010    7.677E-019    -2.211E+013   7.594E+014    -0.3315       1.196E+006    6.099E+005    1.245E+009    0             0.0008095     7.815E+014    5.878E+012    5.878E+012    0.004302      1269          787.8         7.461E+009    1.176E+012    0             0             1.508E+014    1.508E+014    0.007011      903.5         701.4         2.15E+011     3.015E+013    0             0             7.974E+016    7.974E+016    0             1263          631.6         1.262E+014    0             0             0             4.596E+013    4.596E+013    -0.3417       2.3E+006      1.162E+006    3.954E+007    4.596E+012    0             0             
(43,25)	6.409E+004    2.409         -0.5585       1.488E+006    7.798E+005    5.3E-011      6.683E-019    2.295E+012    4.595E+013    -0.3351       1.116E+006    5.795E+005    7.93E+007     0             3.744E-005    4.366E+013    1.365E+012    1.365E+012    0.004257      1282          913.8         1.494E+009    2.731E+011    0             0             8.275E+012    8.275E+012    0.007053      926.3         915.2         9.042E+009    1.655E+012    0             0             7.52E+016     7.52E+016     0             1263          631.6         1.191E+014    0             0             0             4.793E+013    4.793E+013    -0.3417       2.3E+006      1.172E+006    4.09E+007     4.793E+012    0             0             
(43,45)	3.292E+004    1.249         -0.5525       1.595E+006    8.155E+005    9.297E-010    7.676E-019    -2.068E+013   7.375E+014    -0.3315       1.196E+006    6.089E+005    1.211E+009    0             0.0007852     7.582E+014    4.781E+012    4.781E+012    0.004305      1268          775.9         6.162E+009    9.562E+011    0             0             1.431E+014    1.431E+014    0.007011      902           681.8         2.099E+011    2.863E+013    0             0             7.52E+016     7.52E+016     0             1263          631.6         1.191E+014    0             0             0             4.286E+013    4.286E+013    -0.3417       2.3E+006      1.161E+006    3.691E+007    4.286E+012    0             0             
(44,25)	1.101E+005    4.138         -0.5555       1.541E+006    8.318E+005    9.095E-011    7.171E-019    -4.515E+012   7.796E+013    -0.3333       1.156E+006    6.147E+005    1.268E+008    0             7.999E-005    8.248E+013    3.08E+012     3.08E+012     0.004156      1315          1115          2.763E+009    6.161E+011    0             0             2.33E+013     2.33E+013     0.007266      992.9         1296          1.798E+010    4.66E+012     0             0             7.015E+016    7.015E+016    0             1263          631.6         1.111E+014    0             0             0             4.203E+013    4.203E+013    -0.3417       2.3E+006      1.188E+006    3.539E+007    4.203E+012    0             0             
(44,45)	3.04E+004     1.152         -0.5525       1.595E+006    8.141E+005    8.926E-010    7.675E-019    -1.911E+013   7.072E+014    -0.3315       1.196E+006    6.08E+005     1.163E+009    0             0.0007521     7.263E+014    3.788E+012    3.788E+012    0.004307      1268          764.8         4.953E+009    7.575E+011    0             0             1.343E+014    1.343E+014    0.007011      900.7         663.5         2.023E+011    2.685E+013    0             0             7.015E+016    7.015E+016    0             1263          631.6         1.111E+014    0             0             0             3.944E+013    3.944E+013    -0.3417       2.3E+006      1.16E+006     3.399E+007    3.944E+012    0             0             
(45,25)	1.576E+005    5.924         -0.5743       1.364E+006    7.723E+005    1.698E-011    5.612E-019    2.996E+012    1.711E+013    -0.3446       1.023E+006    5.656E+005    3.026E+007    0             8.369E-006    1.412E+013    6.459E+011    6.459E+011    0.004072      1363          1323          4.881E+008    1.292E+011    0             0             2.675E+012    2.675E+012    0.007657      1107          1760          1.52E+009     5.35E+011     0             0             6.462E+016    6.462E+016    0             1263          631.6         1.023E+014    0             0             0             3.716E+013    3.716E+013    -0.3417       2.3E+006      1.204E+006    3.087E+007    3.716E+012    0             0             
(45,45)	2.801E+004    1.058         -0.5525       1.594E+006    8.127E+005    8.447E-010    7.674E-019    -1.741E+013   6.684E+014    -0.3315       1.196E+006    6.072E+005    1.101E+009    0             0.0007101     6.858E+014    2.909E+012    2.909E+012    0.00431       1267          754.2         3.857E+009    5.818E+011    0             0             1.242E+014    1.242E+014    0.007011      899.6         646.2         1.922E+011    2.483E+013    0             0             6.462E+016    6.462E+016    0             1263          631.6         1.023E+014    0             0             0             3.577E+013    3.577E+013    -0.3417       2.3E+006      1.16E+006     3.085E+007    3.577E+012    0             0             
(46,25)	1.503E+005    5.649         -0.5841       1.311E+006    7.434E+005    1.09E-011     5.19E-019     3.783E+012    1.144E+013    -0.3505       9.835E+005    5.444E+005    2.101E+007    0             1.816E-006    7.655E+012    8.464E+010    8.464E+010    0.004087      1355          1292          6.553E+007    1.693E+010    0             0             2.417E+011    2.417E+011    0.007596      1087          1685          1.435E+008    4.835E+010    0             0             5.864E+016    5.864E+016    0             1263          631.6         9.284E+013    0             0             0             3.497E+013    3.497E+013    -0.3417       2.3E+006      1.201E+006    2.911E+007    3.497E+012    0             0             
(46,45)	2.57E+004     0.9671        -0.5525       1.594E+006    8.114E+005    7.855E-010    7.673E-019    -1.552E+013   6.208E+014    -0.3315       1.196E+006    6.064E+005    1.024E+009    0             0.0006588     6.363E+014    2.149E+012    2.149E+012    0.004313      1266          744.1         2.888E+009    4.297E+011    0             0             1.128E+014    1.128E+014    0.007011      898.6         629.5         1.792E+011    2.256E+013    0             0             5.864E+016    5.864E+016    0             1263          631.6         9.284E+013    0             0             0             3.193E+013    3.193E+013    -0.3417       2.3E+006      1.159E+006    2.756E+007    3.193E+012    0             0             
(47,25)	-2.968E+005   11.16         -0.5446       1.725E+006    1.024E+006    2.844E-011    8.977E-019    1.445E+013    2.356E+013    -0.3268       1.293E+006    7.437E+005    3.168E+007    0             1.46E-006     9.113E+012    3.281E+007    3.281E+007    0.003794      1550          1901          1.726E+004    6.561E+006    0             0             4E+007        4E+007        0.008048      1573          3175          1.26E+004     8.001E+006    0             0             5.226E+016    5.226E+016    0             1263          631.6         8.275E+013    0             0             0             4.544E+013    4.544E+013    -0.3417       2.3E+006      1.251E+006    3.631E+007    4.544E+012    0             0             
(47,45)	2.34E+004     0.8756        -0.5525       1.594E+006    8.101E+005    7.149E-010    7.672E-019    -1.345E+013   5.643E+014    -0.3315       1.196E+006    6.056E+005    9.318E+008    0             0.0005981     5.778E+014    1.506E+012    1.506E+012    0.004315      1266          733.9         2.052E+009    3.012E+011    0             0             1.002E+014    1.002E+014    0.007011      897.7         612.9         1.635E+011    2.005E+013    0             0             5.226E+016    5.226E+016    0             1263          631.6         8.275E+013    0             0             0             2.799E+013    2.799E+013    -0.3417       2.3E+006      1.158E+006    2.417E+007    2.799E+012    0             0             
(48,25)	-2.207E+005   8.297         -0.5436       1.741E+006    9.903E+005    2.533E-011    9.145E-019    1.233E+013    2.007E+013    -0.3262       1.306E+006    7.247E+005    2.769E+007    0             1.239E-006    7.735E+012    2.957E+007    2.957E+007    0.003949      1442          1593          1.857E+004    5.915E+006    0             0             3.086E+007    3.086E+007    0.007955      1305          2408          1.281E+004    6.171E+006    0             0             4.553E+016    4.553E+016    0             1263          631.6         7.208E+013    0             0             0             3.857E+013    3.857E+013    -0.3417       2.3E+006      1.225E+006    3.147E+007    3.857E+012    0             0             
(48,45)	2.096E+004    0.7793        -0.5525       1.594E+006    8.087E+005    6.331E-010    7.671E-019    -1.127E+013   4.991E+014    -0.3315       1.196E+006    6.048E+005    8.254E+008    0             0.0005282     5.104E+014    9.775E+011    9.775E+011    0.004318      1265          723.2         1.352E+009    1.955E+011    0             0             8.643E+013    8.643E+013    0.007011      896.8         595.4         1.452E+011    1.729E+013    0             0             4.553E+016    4.553E+016    0             1263          631.6         7.208E+013    0             0             0             2.401E+013    2.401E+013    -0.3417       2.3E+006      1.157E+006    2.075E+007    2.401E+012    0             0             
(49,25)	-2.081E+005   7.822         -0.5422       1.763E+006    9.945E+005    2.199E-011    9.386E-019    1.065E+013    1.708E+013    -0.3253       1.323E+006    7.29E+005     2.343E+007    0             1.03E-006     6.427E+012    2.614E+007    2.614E+007    0.003975      1425          1540          1.698E+004    5.228E+006    0             0             2.219E+007    2.219E+007    0.00794       1265          2284          9714          4.438E+006    0             0             3.848E+016    3.848E+016    0             1263          631.6         6.092E+013    0             0             0             3.204E+013    3.204E+013    -0.3417       2.3E+006      1.221E+006    2.624E+007    3.204E+012    0             0             
(49,45)	1.821E+004    0.6731        -0.5525       1.594E+006    8.071E+005    5.367E-010    7.669E-019    -8.737E+012   4.225E+014    -0.3315       1.196E+006    6.038E+005    6.998E+008    0             0.0004461     4.313E+014    5.622E+011    5.622E+011    0.004321      1265          711.1         7.906E+008    1.124E+011    0             0             7.099E+013    7.099E+013    0.007004      896           575.5         1.233E+011    1.42E+013     0             0             3.848E+016    3.848E+016    0             1263          631.6         6.092E+013    0             0             0             2.004E+013    2.004E+013    -0.3417       2.3E+006      1.156E+006    1.733E+007    2.004E+012    0             0             
(50,25)	-2.365E+005   8.889         -0.5423       1.793E+006    1.025E+006    1.841E-011    9.703E-019    9.059E+012    1.422E+013    -0.3254       1.345E+006    7.493E+005    1.898E+007    0             8.268E-007    5.16E+012     2.782E+007    2.782E+007    0.003916      1464          1658          1.678E+004    5.564E+006    0             0             1.451E+007    1.451E+007    0.007974      1357          2564          5657          2.901E+006    0             0             3.116E+016    3.116E+016    0             1263          631.6         4.934E+013    0             0             0             2.573E+013    2.573E+013    -0.3417       2.3E+006      1.231E+006    2.09E+007     2.573E+012    0             0             
(50,45)	1.488E+004    0.5519        -0.5525       1.594E+006    8.053E+005    4.13E-010     7.67E-019     -4.548E+012   3.245E+014    -0.3315       1.196E+006    6.027E+005    5.384E+008    0             0.00034       3.291E+014    2.627E+011    2.627E+011    0.004324      1264          696.5         3.771E+008    5.254E+010    0             0             5.225E+013    5.225E+013    0.006983      895.1         551.4         9.476E+010    1.045E+013    0             0             3.116E+016    3.116E+016    0             1263          631.6         4.934E+013    0             0             0             1.613E+013    1.613E+013    -0.3417       2.3E+006      1.155E+006    1.396E+007    1.613E+012    0             0             
(51,25)	-3.235E+005   12.16         -0.5433       1.825E+006    1.088E+006    1.448E-011    1.006E-018    7.432E+012    1.137E+013    -0.326        1.369E+006    7.899E+005    1.439E+007    0             6.31E-007     3.939E+012    3.082E+007    3.082E+007    0.00374       1590          2005          1.537E+004    6.165E+006    0             0             8.298E+006    8.298E+006    0.007978      1660          3410          2433          1.66E+006     0             0             2.363E+016    2.363E+016    0             1263          631.6         3.742E+013    0             0             0             1.964E+013    1.964E+013    -0.3417       2.3E+006      1.261E+006    1.558E+007    1.964E+012    0             0             
(51,45)	1.038E+004    0.4089        -0.5524       1.596E+006    8.038E+005    2.449E-010    7.69E-019     3.629E+012    1.917E+014    -0.3314       1.197E+006    6.02E+005     3.184E+008    0             0.0001936     1.881E+014    8.102E+010    8.102E+010    0.004329      1264          676.8         1.197E+008    1.62E+010     0             0             2.819E+013    2.819E+013    0.00697       894.2         519.4         5.428E+010    5.639E+012    0             0             2.363E+016    2.363E+016    0             1263          631.6         3.742E+013    0             0             0             1.23E+013     1.23E+013     -0.3417       2.3E+006      1.154E+006    1.066E+007    1.23E+012     0             0             
(52,25)	-5.587E+004   2.1           -0.5529       1.587E+006    8.244E+005    5.64E-012     7.602E-019    2.516E+012    4.553E+012    -0.3318       1.19E+006     6.137E+005    7.419E+006    0             3.264E-007    2.037E+012    2.897E+006    2.897E+006    0.004257      1278          876.6         3305          5.793E+005    0             0             4.41E+006     4.41E+006     0.007053      918.5         853.3         5168          8.82E+005     0             0             1.594E+016    1.594E+016    0             1263          631.6         2.524E+013    0             0             0             1.016E+013    1.016E+013    -0.3417       2.3E+006      1.169E+006    8.689E+006    1.016E+012    0             0             
(52,45)	191.8         0.1889        -0.5507       1.624E+006    8.123E+005    5.683E-011    7.965E-019    1.502E+013    4.347E+013    -0.3304       1.218E+006    6.092E+005    7.135E+007    0             2.805E-005    2.845E+013    5.392E+009    5.392E+009    0.00434       1263          632.5         8.524E+006    1.078E+009    0             0             3.472E+012    3.472E+012    0.00697       893.3         448           7.75E+009     6.944E+011    0             0             1.594E+016    1.594E+016    0             1263          631.6         2.524E+013    0             0             0             8.556E+012    8.556E+012    -0.3417       2.3E+006      1.15E+006     7.44E+006     8.556E+011    0             0             
(53,25)	-5.798E+004   2.18          -0.5592       1.475E+006    7.698E+005    2.509E-012    6.565E-019    1.155E+012    2.188E+012    -0.3355       1.106E+006    5.725E+005    3.822E+006    0             1.656E-007    1.033E+012    6.158E+005    6.158E+005    0.004257      1279          886.1         694.9         1.232E+005    0             0             1.14E+006     1.14E+006     0.007053      920.4         869.2         1311          2.28E+005     0             0             8.139E+015    8.139E+015    0             1263          631.6         1.289E+013    0             0             0             5.152E+012    5.152E+012    -0.3417       2.3E+006      1.17E+006     4.404E+006    5.152E+011    0             0             
(53,45)	-5973         0.1935        -0.5469       1.687E+006    8.47E+005     1.624E-011    8.594E-019    1.094E+013    1.199E+013    -0.3282       1.266E+006    6.347E+005    1.89E+007     0             2.682E-007    1.056E+012    2.3E+008      2.3E+008      0.004334      1264          657.6         3.498E+005    4.601E+007    0             0             2.197E+011    2.197E+011    0.00697       893.6         488.4         4.499E+008    4.395E+010    0             0             8.139E+015    8.139E+015    0             1263          631.6         1.289E+013    0             0             0             4.826E+012    4.826E+012    -0.3417       2.3E+006      1.152E+006    4.189E+006    4.826E+011    0             0             


